68226,Emily Wang,2002-07-29,28417420
46621,Timothy Sims,2001-06-25,54651413
43770,Jacqueline Reyes,2000-06-22,43390176
35057,Brian Avila,2005-02-07,75842590
24590,Michael Miller,2005-12-05,40927697
17296,Morgan Austin,2000-02-07,24044980
31124,Dale Nash,1998-12-17,10454716
13013,James James,2001-05-22,31331597
52707,Leonard Nguyen,2003-07-23,28740387
13984,Brenda Gonzalez,1999-09-29,58021759
15168,Brian Trevino DVM,2002-09-05,15064457
97206,Jessica Spence,1999-09-04,46465165
79469,Mark Miller,1999-06-28,35392024
83463,William Lewis,2001-03-28,36199571
39110,Crystal Duncan,2006-06-26,16820566
98804,Amber Lopez,2002-05-15,44604777
29023,Alexis Taylor,2006-04-21,76419787
48887,Susan Lowe,2006-01-17,59236759
12623,David Cannon,2003-04-13,40510486
97203,Jonathan Hernandez,1999-05-19,89729692
95573,William Fletcher,2001-02-03,81799458
77595,Jonathan Hendricks,2005-07-14,18190227
39573,Anna Robinson,2000-04-07,21792239
27556,Micheal Decker,2003-09-14,79757848
29750,Fernando Fisher,2006-09-17,93179289
22328,Mary Washington,2006-06-15,53427890
29440,Michael Barnes,2001-10-03,97061432
98396,Kenneth Perry,2004-09-24,89233079
20484,Makayla Wyatt,2005-12-20,24981222
95266,Jessica Higgins,2004-12-03,49402015
30823,David Lopez,2006-10-02,35522965
94725,Amber Thompson,1999-02-01,48429980
24674,Megan Nunez,2001-07-18,74940229
99482,Sara Smith,1999-06-13,16998394
78599,Dean Brown,2001-03-24,59901857
22087,Jose Burgess,2005-04-07,17290098
28049,Andrew Cole,2001-01-14,33718905
91549,Elizabeth Snyder,2001-09-08,84367557
36320,Michael Silva,2001-12-26,17014004
26415,Alisha Griffith,2000-12-13,11791327
99281,Elizabeth Taylor,2005-02-12,68752316
14004,Virginia Harris,2001-05-05,89655331
29420,Kimberly Henderson,2005-09-22,39398556
69744,Amanda Clark,2005-04-09,94144964
57838,Shawn Chapman,2003-07-27,94335928
86898,John Hansen,2005-10-05,55014218
90357,Rebecca Leblanc,1999-11-27,13616605
60143,Gary Bell,2002-07-20,71438980
43486,Julia Simon,2004-01-21,65023313
38580,Amber Mcdowell,2001-01-31,38758354
55670,Matthew Scott,2004-04-02,39049399
45164,Victoria Velasquez,2002-07-20,90298640
76830,Mrs. Christine Bryan,2006-09-30,71214497
80841,Jesse Morrison,2004-12-18,40474205
62845,Michael Ward,2000-06-08,32288570
69916,Christopher Stewart,2003-06-24,80263264
23305,Christopher Stark,2001-08-07,90998979
10563,Jessica Reyes,2003-07-12,47212866
88267,Linda Lopez,2003-05-09,18745718
72082,Amanda Bush,2005-06-22,50025455
76036,Courtney Turner,2004-03-04,38200660
76382,Jordan Rodriguez,2002-09-06,44947636
23747,Jasmine Burton,2004-09-19,70124135
45622,Cole Hodges,2002-08-16,70460811
42716,Lance Diaz,1999-01-16,10347789
52614,Mrs. Brittney Rodriguez,2000-03-06,63542645
64228,Daniel Martin,2001-12-23,90073476
84294,Abigail Chapman,2000-04-14,92943748
27234,Victoria Martin,2006-01-31,74209118
19951,Linda Garcia,2001-05-25,20332830
86600,Neil Madden,2004-07-20,80724034
76570,Melanie Sims,2002-05-10,35106060
12250,Kelly Williams,2001-01-18,32626889
44522,Veronica Moyer,2000-10-03,65363375
13960,Abigail Kim,1999-03-15,42201671
76340,Michael Hammond,2005-05-16,81423874
11990,Michaela Campbell,2001-11-18,94386040
97910,Virginia Krause,2003-04-01,87588357
91799,Kelli Kennedy,2002-03-09,79104677
14087,Aaron Hoover,2000-10-05,96837076
30084,Jermaine Thompson,1999-01-08,89267872
24358,Shannon Garcia,2004-10-27,82142822
51331,Steven Holmes,2001-07-31,79932112
86351,Joseph Lindsey,2006-05-03,29285160
28525,Jeanne Lewis,2002-10-22,48064806
55099,Devin Patterson,1999-08-07,63338189
15347,Pamela Michael,2001-04-14,40827690
37234,Stephen Mitchell,2002-06-26,54242831
82587,Madison Soto,2001-06-26,55998667
76433,Alyssa Ellis,2005-02-17,10946813
13886,Kristy Smith,2005-08-06,71739342
65797,Eric Jones,2003-05-19,69500361
37550,Betty Spears MD,2004-09-17,55888203
33626,Caitlyn Hughes,2002-01-24,48013010
35425,Linda Jimenez,2000-07-14,66093250
29269,Kaitlyn Benson,2003-01-16,24048550
68551,Christopher Parker,2004-03-27,19771635
45371,Mr. Robert Day,2000-05-17,49353225
92858,Scott Nichols PhD,2001-05-02,33821131
79134,Meghan Wilson,2001-04-28,25721128
71134,Derek Banks,2006-08-29,24242833
35080,Courtney Perez,2005-07-25,66952798
76214,Gary Hamilton,2001-10-26,86323156
35396,Jessica Martin DVM,1999-06-04,56795951
58247,Joanne Mendez,2003-02-08,63124368
44733,Kirsten Schwartz,1999-07-03,84808813
25147,Michael Stevens,2001-03-22,47799002
95241,Julie Schultz,2005-03-18,45941616
66359,Julia Perry,2001-07-10,79463930
63194,Jose Jones,2003-12-07,33752103
90647,Frank Moore,2001-02-09,62624015
98897,Robert Salinas,1999-06-16,63839077
25379,Katherine Hill,2000-11-08,95476486
10348,Jo Allen,2003-06-04,44244511
19396,Jennifer Boyd,2001-10-07,58993856
78283,Nathan Duncan,2001-09-11,83840082
88432,Jessica Frederick,2002-05-09,25820149
58860,Diane Mcmillan,1999-11-17,66237210
55291,Katie Davis,2004-03-03,19106000
87517,Michael Huffman,2004-01-13,12795977
66731,Karen Williams,1999-07-18,44806981
42367,Mrs. Tammy Ross PhD,2000-06-29,74250706
50345,Nicole Powell,2000-08-22,44551661
93820,Nicole Campbell,2003-05-31,82448438
83596,Rachel Wilson,1999-08-17,58548596
25660,Joshua Leon,2000-02-21,51177323
83333,Andrea Stone,2003-07-31,52649391
76859,Dr. Gabrielle Bennett,2003-10-10,88878806
77264,Melissa Combs,1999-01-29,49298678
97601,Tina Lopez,2006-09-16,83747232
18169,Brandy Roach DDS,2002-03-16,28288561
99320,Christopher Robinson,2005-10-04,80217634
54655,Brittney Lucero,2005-05-21,49704978
18554,Kevin Colon,2003-10-14,27896079
58420,Jordan Smith,2004-03-05,79782489
32930,Alicia Drake,2003-01-04,89156129
54291,Phyllis Perry,2001-05-03,20978738
67041,Shawn Phillips,2000-05-10,51460098
87613,Lorraine Brewer,2001-07-14,92178284
81737,Michelle Gutierrez,2000-03-03,13039213
60608,Caroline Anderson,2005-03-13,21581029
83812,Lorraine Aguirre,2005-06-29,77658194
28569,Debbie Morris,2005-12-31,80285254
76911,Nathan Houston,2005-08-15,65666625
60748,Rodney Miles,2002-06-19,54894672
29385,Gary Campbell,2003-11-11,86185722
71635,Austin Wheeler,1999-08-17,32790787
51475,Patrick Holden,1999-12-14,84331677
74443,Danielle Preston,2001-10-22,99292910
64656,Matthew Knox,2002-06-05,68393929
24710,Angela Perez,2001-03-29,63608618
40742,Scott Murillo,2001-06-07,84968108
87792,Lisa Johnson,2005-06-17,30846647
65766,Laurie Harris,2006-08-12,23777442
51692,Francisco Green,2006-05-01,44895585
89694,Sherri Hicks,2005-09-16,70550312
53562,Erin Jimenez PhD,2000-10-11,50413617
50102,Robin Duncan,2002-01-11,14474057
64911,Vincent Flores,2004-06-28,88694156
60595,Crystal Estrada,1998-10-28,29290247
71148,Jim Lang,2000-10-15,17065225
72227,Melanie Johnson,2000-12-31,14954003
75704,Hayley Miller,2002-03-12,54865598
11601,Cory Collier,2003-12-16,15482186
18272,Timothy Rodriguez,2003-12-17,54319524
30189,Leslie Brooks,2004-08-15,46729012
86947,Michelle Huff,2005-10-16,75611911
51062,Maria Jones,2004-09-13,94049078
44954,Barbara Gonzalez,2005-07-04,99104276
95977,Jason Ward,2000-06-25,13730062
63246,Jennifer Jimenez,2004-08-19,30383375
51805,Angela Hernandez,2006-01-08,63478831
58001,Caroline Wells,2002-03-03,88164176
92400,Suzanne Vang,2005-01-25,98380762
65309,Scott Lynch,2003-08-16,44895387
11187,Mr. Daniel Perez,2005-05-06,58787478
90515,Paul Powell,2005-09-09,98005892
22939,Nicholas Hendrix,1999-03-11,75827045
88773,Veronica Jones,1999-02-17,57413956
60302,Timothy Swanson,2002-12-12,10187716
55777,Marie Banks,2000-08-06,82378925
67467,Christopher Miller,2000-12-10,24244036
31096,Joshua Poole,1999-03-22,30866033
63604,Alyssa Vega,1999-09-10,57278164
83468,Andrea Garcia,2006-08-30,90039465
99550,Nichole Mcintyre,2002-11-08,51276922
57337,Daniel Graham,2003-04-19,61060388
18010,Margaret Holloway,2006-07-08,75930994
88798,Mrs. Gail Kemp,2002-11-02,15941255
79926,Wayne Miller,2002-12-18,32546440
89528,Steven Higgins,1999-11-10,33592006
22222,Nicole Davis,2005-05-16,45751668
52926,John Mayo,2003-06-23,70114053
90818,Martin Adams,2003-08-12,25418042
10235,Tiffany Henderson DVM,2000-11-30,36140899
42037,Frederick Lang,2002-09-04,77887743
27428,Mark Donaldson,1998-11-24,94481813
30231,Brandon Miller,2005-12-16,87284040
40234,Lawrence Rose,2001-06-21,92993623
48132,Kim Dennis,1999-06-10,24626145
54285,Stephen Gonzalez,2004-03-21,12738661
93548,Sarah Thomas,2004-12-28,87274324
83624,Jason Smith,2004-05-05,69719280
65199,Larry Cox,1999-11-06,38369785
35128,Shawn Carter,2005-06-12,31097068
68425,Brittany Horne,2000-06-05,78317113
46693,Matthew Mccarthy,2005-04-11,94780637
31077,Devon Rodriguez,2003-07-14,72970899
50670,Michelle Wright,2000-05-20,76035563
30333,Cody Stewart,2003-12-14,85641815
71127,Jessica Moore,2005-12-29,87649898
87784,Seth Garcia,2005-03-09,56287002
69625,Lynn Perry,1999-01-15,38456927
86148,Scott Lewis,2005-11-17,34303369
66061,Yesenia Holder,2002-08-29,92764899
76111,Kyle James,2003-12-29,83739229
49604,Lisa Kirk,2005-09-07,63239929
87581,Lisa Davis,2003-08-08,18122497
78998,Randall Duncan,1999-04-09,16848514
83146,Peter Rhodes,2001-12-18,66062171
96366,Elizabeth Garcia,2002-08-14,45512846
18917,Mary Lamb,2004-05-07,10660145
77342,Angela Lowery,2000-11-11,22197772
71705,Anthony Weber,1999-02-28,28360085
17292,Mark Smith,2003-05-26,82926545
17170,Robert Stewart,2002-04-05,82411010
57918,Meghan Garcia,2005-03-10,23013164
57233,Brian Cole,2004-11-27,92245200
20285,Angel Cline,2006-03-31,35442594
68513,Richard Rice,2005-08-11,34044679
62278,Ashley Alexander,2005-11-30,73815091
32475,Debbie Long,1999-08-23,58336818
81960,Jonathan Hood,2006-07-13,12838295
91624,Virginia Cox,1999-08-10,94161481
21959,Cynthia Davis,2001-05-11,69965576
18988,Maxwell Gibson,2003-04-05,50117350
52917,Christine Osborne,2001-06-30,55905318
89772,Jennifer Leonard,2006-04-09,80985345
86569,Michael Webb,2002-01-18,18222685
55126,Marcus Sanders,1999-05-21,36791039
64877,Scott Brown,2005-01-26,10708927
15582,James Pineda,2002-06-24,36355581
52298,Michael Reid,2002-07-17,24506575
50702,Melissa Henderson,2006-03-09,11875238
40168,Nancy Perry,1998-11-27,24887681
92545,Danielle Torres,1999-01-10,94654505
57206,Tina Ramirez,2004-06-15,56611968
90463,Bradley Chung,2006-03-22,23629406
18759,Anthony Harris,1999-06-02,47966023
63338,Richard Moore,1999-12-17,70978792
40621,Amy Villarreal,2000-01-20,78399199
94088,Adam Snow,2002-10-29,97967517
24164,Emily Allen,2001-05-28,55771623
93135,Kathleen Jones,2000-03-01,46731523
90197,John Scott,2006-08-28,88355701
36939,David Meyers,2006-05-04,11479434
79332,Gabriel Jones,2002-03-06,51115728
85016,Jeffery Ellis,2004-02-05,19779284
26499,David Roy,1999-12-20,52897778
66912,Mr. John Mcpherson,2006-03-16,18974401
28894,Tiffany Stone,2001-07-15,57091321
52411,Joseph Davis,2002-09-07,71846579
66051,Gail Reyes,2001-11-03,26193929
56932,Michael Hunter,2001-11-26,97516022
30578,Adam Jones,2000-03-20,88116177
65078,Jo Rios,2000-05-11,32851717
39792,Vickie Lewis,2005-09-23,11424419
89890,Stephen Robles,2002-04-17,81614589
18687,Mrs. Lisa Moore,2000-06-19,57022443
38409,Christopher Hanson,2001-01-10,65399103
48177,Heather Rich,2005-03-20,74980189
55572,Jennifer Riley,2001-07-28,10011082
83466,Angela Schwartz,2005-08-21,16399969
41581,Tammy Reese,2006-07-05,92268290
23330,Mr. Adam Ware,2000-09-06,82646488
38912,Tonya Wheeler,2002-06-09,18895887
14991,Benjamin Johnson,2000-01-31,97955175
41161,Judith Morgan,2004-12-24,67055417
24350,Heather Sellers,2005-08-24,21030718
59482,John White,2005-05-20,38914225
28415,Melissa Kennedy,2003-12-29,71607581
21356,Gary Solis,2003-06-01,50075289
47821,Maria Meyer,2003-09-01,33105060
55067,Stephanie Webster,1999-07-27,56759451
21313,Jennifer Johnson,2005-05-04,23090034
50454,Daniel Woodward,2001-06-06,35293784
42731,James Cole,2002-10-23,36324866
92486,David Scott,1999-11-08,29103149
62574,Daniel Lee,2004-05-06,80171255
36748,Scott Reyes,2004-11-23,86554719
84560,Christopher Hensley,1999-10-08,49157554
42534,Joy Garcia,2002-03-03,80667511
95448,Donna Rogers,2001-04-20,26602186
28014,Carrie Hancock,2000-02-13,96743336
13777,Kristi Reeves,2004-09-03,34814655
21565,Samantha Buck,2001-09-21,38936032
46888,Evelyn White,2005-04-11,14417449
90254,Troy Williams,2005-01-07,47327948
96064,Kristi Smith,2005-12-18,44978491
54228,Justin Smith,2000-12-09,80397911
83941,Michele Wood,2004-09-01,33427805
18812,Cynthia Chung,2006-01-11,14452092
55387,Brian Joyce,1999-04-27,10168354
34829,Angela Russell,2002-08-19,71409244
41366,Brent Vaughn,1999-06-23,99857927
83833,Christopher Mann,1999-11-25,71335943
13446,Joyce Bender MD,2003-06-23,47182911
58186,Julia Warren,2000-08-21,64990763
56648,John Blackburn,2003-02-14,52886923
34162,James Parker,2005-12-10,83672753
38776,Clinton Fuller,1999-11-01,27191597
69999,Joseph Conner,2006-06-07,50129135
88912,Cory Smith,1999-03-15,10134920
45867,Alexander Peterson,2005-09-29,49232922
64793,Amanda Shea,2001-04-27,72656117
75241,Rodney Harrison,2000-06-22,62271124
56088,Kristin Bruce,2005-12-14,51498317
12429,Isaac Ferrell,2003-02-26,54599602
34176,Sara Buck,2006-06-03,90628544
27250,Felicia Smith,2004-01-24,89769438
74065,Michael Herrera,2001-05-13,93218559
82596,Peggy Hubbard,1999-08-19,79367393
27866,Nicholas Rivera,1999-05-20,73256285
61547,Lisa Johnson,2003-07-28,34224395
16081,Renee Webb,2006-03-30,49167294
74731,Diane Perez,2000-06-21,13023850
10548,Samantha Baker,2003-12-29,20811424
12792,Jacqueline Carpenter,2003-05-19,29938675
57291,Meghan Santiago,2004-07-29,92786964
39635,Stephen Lopez,2000-01-12,19982341
65767,Becky Hall,2004-07-22,17124827
61560,Madeline Murray,2000-11-27,64029891
58480,Darin Hernandez,2004-03-02,74357802
79413,Alexis Valencia,2000-09-12,82239186
50613,Hannah Aguilar,2002-08-11,63778867
42608,Taylor Williams,2000-06-12,11354255
25478,Jacob Diaz,2005-05-06,75362260
74558,Diane Rivera,2005-03-05,54058289
68890,Phyllis Kennedy,2006-04-19,63336836
78320,Scott Gray,2001-11-05,84044457
59929,Gloria Roberts,2000-07-28,49440045
70486,Amanda Wilson,2000-10-30,96759771
81315,Austin Wells,2000-08-02,71095501
40134,Michael Clayton,2000-03-16,78836306
43765,Brent Conrad,2006-05-02,88683129
44151,Guy Smith,2003-11-28,70061770
94333,Robert Miranda,2002-02-21,88878183
97270,Christina Ayers,2006-01-12,90189464
14803,Benjamin Webb,1999-09-10,31870144
40578,Martha Smith,2006-03-06,19180498
32420,Michael Perez,2000-12-29,92705942
13841,Ashley Humphrey,2000-09-10,25189016
86570,Mitchell Jackson II,2001-10-03,23742328
31922,Sheila Hopkins,2006-03-12,78582251
45614,Amber Alexander,2002-05-16,75520872
46148,Trevor Smith,2000-12-08,15608444
45821,Kelly Jones,2003-11-26,30718963
62173,Sean Carlson,2003-02-27,38371206
74099,Daniel Fletcher,2006-01-03,56710877
14939,Carlos Reynolds,2003-01-20,40984611
22564,Nicole Johnson,2004-05-19,67355967
94986,Eddie Watts,2004-10-03,41105034
30339,Jason Whitaker,2003-11-17,41443276
50630,Joseph Russell,2004-06-04,18935884
94613,Jean Myers,2006-04-19,40812372
10197,Isaiah Williams,2003-03-16,98503461
26158,Sheryl Miller,2000-07-20,69148898
39354,Charles Boyd,2001-02-24,10712354
73335,Stephen Ramsey,2001-04-19,99249690
99327,Gary Johnson,2005-11-19,85080160
49250,Brian Smith,2003-08-29,27126671
36273,Nathaniel Reyes,2005-03-25,75627013
67843,Antonio Vazquez,1999-09-27,87595387
70808,Daniel Williams,2001-06-13,15055359
84666,Melissa Jenkins,2005-10-13,52213623
98150,Bethany Yu,2004-06-30,72107534
68012,Teresa Smith,1999-07-04,47860154
23562,Elijah Perkins,2003-12-26,63616832
10952,Lori Simmons,2006-02-17,37887194
60690,Chelsea Herrera,1999-02-12,53162558
85529,Jasmine Walton,2001-01-29,50920802
83917,David Bryant,2006-02-04,67638685
73714,Brian Davis,2005-04-25,14100432
56458,Ethan Ellis,2002-11-18,72158750
48195,Michelle Ward,2000-06-01,56681542
87223,Roger Morgan,1999-07-28,74954776
98462,Paula Phelps,2002-06-14,58870460
14521,Sandra Gonzales,2001-07-01,19511606
62845,Tim Brown,2006-05-26,32965381
38156,Ashley Miller,2000-01-16,58064191
73181,Carrie Lane,2002-02-23,78505362
19328,Tommy Blake,2003-04-04,16521109
82224,Vanessa Kim,2001-01-23,60564459
98590,Tiffany Anderson,2001-11-25,56236849
93631,Andrew Carey,2006-01-08,75876656
63721,Amy Velazquez,2006-08-19,22639802
19232,Julian Noble,2003-02-12,70483217
25637,Jonathan Miller,2002-11-19,87075267
49023,Kaitlin Turner,2005-11-17,69984973
41259,David Barnett,2003-07-08,69616630
88792,Sean Smith,2000-12-11,43916452
17652,Dana Mckinney,2002-04-04,92310924
40796,Samantha Adams,2001-12-06,42749787
33638,Steven Burnett,2001-01-12,56551574
32605,Faith Price,2005-06-11,95365256
71363,Michael Collins,2001-05-07,40451374
81146,Timothy Sutton,2001-05-20,46122504
48280,Christopher Williams DDS,2003-12-22,68290935
85776,Jeremy Rogers,2003-08-24,91199703
88760,Jon Wright,2002-04-03,50607944
70427,Jasmine Lucero,2003-12-26,61454653
26490,John Cooper,1999-11-23,46886989
59806,Ryan Frost,2002-10-18,32597596
34562,Logan Joseph,2004-11-18,73866223
63154,Pamela Reynolds,2005-05-15,94551505
26732,Michele Johnson,2005-03-22,49852153
68495,Matthew King,2000-08-01,82375600
15596,William Mcgee,1999-10-16,50866686
77521,Jaime Walker,2005-09-21,52648963
68699,Crystal Glenn,2006-04-03,99996318
51738,Alejandro Gregory,2005-01-26,34752229
69411,Mario Jones,2003-04-24,45240234
65014,James Johnson,2005-01-27,90485010
22974,Sharon Robertson DDS,1998-10-28,78012818
79952,Mr. Randy Estrada MD,2004-09-21,20587033
52703,Robert Cantu,1999-06-11,29583737
74615,Regina Bender,2004-06-09,99472520
37723,Nicole Montgomery,2002-08-11,29750363
21332,Matthew Boyd,2000-12-03,37106726
91082,Amanda Donovan,2006-09-23,58886562
11716,Jeffrey Ellis,2002-10-10,21292364
39779,Daniel Ramirez,2004-09-11,55054515
28843,Travis Lee,2001-11-28,67625012
70695,Jessica Miller,2003-04-14,73680846
31905,Gina Navarro,2005-05-01,33268292
28309,Anthony Hall MD,2005-04-14,43302269
85414,Kimberly Adams,1999-05-14,25163511
35365,Emily Taylor,2005-12-06,40601902
40446,Craig Stanton,2003-06-18,75723626
98012,Steven Cohen,2000-10-23,14214857
17535,Marissa Butler,2002-11-15,94286892
42182,Ryan Vega,2003-03-28,15924721
45823,Dave Smith,2005-02-08,83582936
64939,April Patterson,1999-02-16,67072107
85583,Samuel Todd,1999-04-22,19504128
77904,Stephen Hill,2004-05-29,76532950
98021,Mr. Brian Nichols,2004-08-10,85939099
93683,Joseph Perez,2002-02-07,15493440
23959,Richard Davis,1999-11-22,61646293
14839,Thomas Keller,2003-12-19,15035753
95431,Melissa Sanford,2002-03-04,23252331
41855,Sara Martin,2005-07-06,58044760
40168,Kelly Rogers,2004-05-08,99930850
75162,Cory Garza,2006-06-20,61543327
